table_number;table_name;material_group;material_code;material_label;level_1;level_2;level_3;level_4;description;description_main;abr_code;period_begin_code;period_begin_label;period_begin_group;period_end_code;period_end_label;period_end_group;date_range_text;indent_spaces
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Kist;Kist;KIST;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Kist;;;;beslag;beslag;BESLAG;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Kleding (onderdeel);Kleding (onderdeel);KLEDING;VMEA;Middeleeuwen vroeg A: 450 - 525 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Kleding (onderdeel);;;;haken-en-ogen (kledingsluiting);haken-en-ogen (kledingsluiting);HAKENOOG;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Knoop;Knoop;KNOOP;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Kom/schaal;Kom/schaal;KOM;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Kraal;Kraal;KRAAL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Lans/speer (onderdeel);Lans/speer (onderdeel);LANS;VMEA;Middeleeuwen vroeg A: 450 - 525 nC;Middeleeuwen: 450 - 1500 nC;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Lepel;Lepel;LEPEL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Meubel/meubilair (onderdeel);Meubel/meubilair (onderdeel);MEUBEL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Munt;Munt;MUNT;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;daalder/thaler;daalder/thaler;DAALDER;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;NTB;Nieuwe tijd B: 1650 - 1850 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;denier/denarius;denier/denarius;DENIER;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;ducaton;ducaton;DUCATON;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;groot/Tourse groot;groot/Tourse groot;GROOT;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;muntbracteaat;muntbracteaat;MNTBRACT;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;obool/obolus (halve denarius);obool/obolus (halve denarius);OBOOL;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;patagon/patacon;patagon/patacon;PATAGON;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;penning/penny;penning/penny;PENNING;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;reaal;reaal;REAAL;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;sceatta;sceatta;SCEATTA;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;schelling;schelling;SCHELLIN;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;NTB;Nieuwe tijd B: 1650 - 1850 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;siliqua;siliqua;SILIQUA;ROMLA;Romeinse tijd laat A: 270 - 350 nC;Romeinse tijd: 12 vC - 450 nC;VMEA;Middeleeuwen vroeg A: 450 - 525 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;Spaanse mat;Spaanse mat;SPAANMAT;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Munt;;;;stuiver/stuber;stuiver/stuber;STUIVER;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Onbekend;Onbekend;XXX;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Oorring/oorhanger;Oorring/oorhanger;OORRING;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Paardetuig (onderdeel);Paardetuig (onderdeel);PAARDETG;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Paardetuig (onderdeel);;;;beslag;beslag;BESLAG;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Paardetuig (onderdeel);;;;hanger;hanger;HANGER;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Paardetuig (onderdeel);;;;phalera/ronde sierschijf;phalera/ronde sierschijf;PHALERA;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Pincet;Pincet;PINCET;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Reliekschrijn/reliekhouder;Reliekschrijn/reliekhouder;SCHRIJN;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Riemtong;Riemtong;RIEMTONG;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Riemtong;;;;langwerpig/afgerond;langwerpig/afgerond;LANGROND;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Schijffibula;Schijffibula;FIBSCHYF;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;VMED;Middeleeuwen vroeg D: 900 - 1050 nC;Middeleeuwen: 450 - 1500 nC;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;almandine inlegwerk/cellenversiering;almandine inlegwerk/cellenversiering;ALMANDIN;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;gewelfd met halfedelsteen inlegwerk;gewelfd met halfedelsteen inlegwerk;UMBOFIB;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;muntfibula;muntfibula;MUNTFIB;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;pseudomuntfibula/bracteatenfibula;pseudomuntfibula/bracteatenfibula;PSEUDOM;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMED;Middeleeuwen vroeg D: 900 - 1050 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;puntcirkelversiering;puntcirkelversiering;PUNTCIRK;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;"reliefblik/bronsblik/""Pressblechfibel""";"reliefblik/bronsblik/""Pressblechfibel""";BLIKFIB;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;rozetvormig met almandine inlegwerk;rozetvormig met almandine inlegwerk;ROZETVRM;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;ruitvormig;ruitvormig;RUITVRM;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Schijffibula;;;;vierpasfibula:ruitvormig/gelobde hoeken;vierpasfibula:ruitvormig/gelobde hoeken;VIERPAS;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Sieraad;Sieraad;SIERAAD;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Slak;Slak;SLAK;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Sleutel (onderdeel);Sleutel (onderdeel);SLEUTEL;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Spiegel (onderdeel);Spiegel (onderdeel);SPIEGEL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Spiegel (onderdeel);;;;handspiegel;handspiegel;HANDSPGL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Spiegel (onderdeel);;;;klapspiegel;klapspiegel;KLAPSPGL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Staf;Staf;STAF;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Stilus/schrijfstift;Stilus/schrijfstift;STILUS;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Toiletgerei/toiletgarnituur;Toiletgerei/toiletgarnituur;TOILETG;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Vaatwerk;Vaatwerk;VAATWERK;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Vingerring;Vingerring;VINGRING;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Vingerring;;;;glad, onversierd;glad, onversierd;GLAD;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Vingerring;;;;muntring;muntring;MUNTRING;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Vingerring;;;;opengewerkt;opengewerkt;OPENWERK;ROMM;Romeinse tijd midden: 70 - 270 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Vingerring;;;;slangenring;slangenring;SLANGENR;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;VMEA;Middeleeuwen vroeg A: 450 - 525 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Vingerring;;;;zegelring/ring met steen;zegelring/ring met steen;ZEGELR;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Vork;Vork;VORK;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Vork;;;;prikker;prikker;PRIKKER;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Votiefplaat;Votiefplaat;VOTIEFPL;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Wapen (onderdeel);Wapen (onderdeel);WAPEN;VMEA;Middeleeuwen vroeg A: 450 - 525 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;;;;;Zwaard (onderdeel);Zwaard (onderdeel);ZWAARD;VMEA;Middeleeuwen vroeg A: 450 - 525 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Zwaard (onderdeel);;;;zwaardgreep/zwaardgevest;zwaardgreep/zwaardgevest;ZWRDGRP;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Metaal;MAG;Zilver;Zwaard (onderdeel);;;;zwaardriemhouder;zwaardriemhouder;ZWRDRIEM;ROMM;Romeinse tijd midden: 70 - 270 nC;Romeinse tijd: 12 vC - 450 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;;;;;Afval;Afval;AFVAL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;;;;;Amulet/talisman;Amulet/talisman;AMULET;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Amulet/talisman;;;;kruisvormig;kruisvormig;KRUISVRM;VMEC;Middeleeuwen vroeg C: 725 - 900 nC;Middeleeuwen: 450 - 1500 nC;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;;;;;Armband/armring;Armband/armring;ARMBAND;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;;;;;Beitel;Beitel;BEITEL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;;;;;Boog (onderdeel);Boog (onderdeel);BOOG;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Boog (onderdeel);;;;kruisboog (armboog/voetboog);kruisboog (armboog/voetboog);KRUISBG;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Boog (onderdeel);;;;kruisboog-tuimelaar;kruisboog-tuimelaar;KRUISBGT;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;;;;;Bot;Bot;BOT;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;aap;aap;AAP;LMEB;Middeleeuwen laat B: 1250 - 1500 nC;Middeleeuwen: 450 - 1500 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;amfibie;amfibie;AMFIBIE;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;geit;geit;GEIT;NEOL;Neolithicum laat: 2850 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;hond;hond;HOND;MESOV;Mesolithicum vroeg: 8800 - 7100 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;kat;kat;KAT;ROML;Romeinse tijd laat: 270 - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;paard;paard;PAARD;NEOL;Neolithicum laat: 2850 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;reptiel;reptiel;REPTIEL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;rund;rund;RUND;NEOVA;Neolithicum vroeg A: 5300 - 4900 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;schaap;schaap;SCHAAP;NEOL;Neolithicum laat: 2850 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODB;Bot, dierlijk;Bot;;;;schaap en/of geit;schaap en/of geit;SCHPGEIT;NEOL;Neolithicum laat: 2850 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
